d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method
1.0,0.03302529174737275,16.875924082907478,1.2963150404069526,7357574217525380.0,0.5665167189457572,0.8520882950271029,1.3651638011004787,1.3651733778379376,2.622708906119928,3.5804523764533838,1.0,1.622708906119928,130.17051965145487,7.046637681112578e+33,-7.015058457052346e-06,continuation
1.0,0.03650984560060392,18.656531101908605,1.1886032837125768,293737762066033.6,0.5631471738211065,0.8295379212537987,1.3481644112217337,1.34813571044782,2.546856117874822,3.4335076818795494,1.0,1.5468561178748217,68554.4982312836,5.915010500616882e+33,2.1289005392356262e-05,continuation
1.0,0.040362060567897325,20.625012950195533,1.0841267014222835,16610401016828.883,0.5599743081496957,0.8040945127117334,1.3283591747888106,1.3285671316427259,2.470177353040666,3.281796440578059,1.0,1.470177353040666,17801862.873826027,4.9116304875186764e+33,-0.00015653942214091058,continuation
1.0,0.04462072918927006,22.801192615717003,0.984942138863514,1249812362411.0498,0.5571222648724103,0.7760945623286095,1.3068295232189264,1.3066994892780428,2.394596467666827,3.129017981327248,1.0,1.394596467666827,2589515217.9117284,4.04490289317828e+33,9.95083202590145e-05,continuation
1.0,0.04932873707061831,25.206984643085956,0.8913103665856905,119166418044.19994,0.5546532672025043,0.7456096352622331,1.2831212471781444,1.2825824346419936,2.3207823965824694,2.9765947364830248,1.0,1.3207823965824697,232629406857.67926,3.303485341132188e+33,0.0004200115141038999,continuation
1.0,0.05453349474995434,27.866615817226666,0.8034054235581771,14090640012.38307,0.5526160009693496,0.7127804820636358,1.2569131222618375,1.256335998789609,2.2492992891643175,2.8258756690290103,1.0,1.2492992891643175,13474781271197.621,2.675365754283206e+33,0.00045926484369457495,continuation
1.0,0.06028741513057389,30.80686913172326,0.7213202470720481,2010371727.9911187,0.551047020541159,0.6778179566652324,1.2280255677578815,1.2281488234070488,2.1806170183632276,2.678122225404185,1.0,1.1806170183632276,531553165202459.3,2.1483223408102752e+33,-0.00010036392343639854,continuation
1.0,0.06664844128899688,34.05735349867741,0.6467712010281744,332136281.63013995,0.5499996174472386,0.641870730129908,1.1995607036282612,1.198976171056476,2.1166222824237053,2.5377796797531933,1.0,1.1166222824237055,1.5585638254719304e+16,1.7193220404842098e+33,0.00048740762714696693,continuation
1.0,0.07368062997280773,37.650801916104754,0.5776446916985479,63772836.957056575,0.54943982406358,0.6044104331444327,1.1684622391572055,1.168429253380124,2.0558587121242455,2.402125460062355,1.0,1.0558587121242453,3.353881130678404e+17,1.3640149817803604e+33,2.82304738487033e-05,continuation
1.0,0.08145479666433054,41.62340109547291,0.5152287479086058,13748656.94079586,0.5493801063391701,0.5666669058806166,1.1380728069529615,1.1375401462437633,1.9998141820928677,2.2748689171582726,1.0,0.9998141820928677,5.70408864634522e+18,1.0782185944478871e+33,0.0004681470266533525,continuation
